alias_text	locale	normalized_alias	route_kind	target_code	priority	match_kind	is_blocked	source	comment
qi2 зарядка iphone	ru-RU	qi2 зарядка iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка iphone	ru-RU	магнитная зарядка iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для айфон	ru-RU	беспроводная зарядка для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка айфон	ru-RU	magsafe зарядка айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка айфон	ru-RU	qi2 зарядка айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка айфон	ru-RU	магнитная зарядка айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для samsung	ru-RU	беспроводная зарядка для samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка samsung	ru-RU	magsafe зарядка samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка samsung	ru-RU	qi2 зарядка samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка samsung	ru-RU	магнитная зарядка samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для самсунг	ru-RU	беспроводная зарядка для самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка самсунг	ru-RU	magsafe зарядка самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка самсунг	ru-RU	qi2 зарядка самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка самсунг	ru-RU	магнитная зарядка самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для xiaomi	ru-RU	беспроводная зарядка для xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка xiaomi	ru-RU	magsafe зарядка xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка xiaomi	ru-RU	qi2 зарядка xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка xiaomi	ru-RU	магнитная зарядка xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для redmi	ru-RU	беспроводная зарядка для redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка redmi	ru-RU	magsafe зарядка redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка redmi	ru-RU	qi2 зарядка redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка redmi	ru-RU	магнитная зарядка redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для honor	ru-RU	беспроводная зарядка для honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка honor	ru-RU	magsafe зарядка honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка honor	ru-RU	qi2 зарядка honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка honor	ru-RU	магнитная зарядка honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для huawei	ru-RU	беспроводная зарядка для huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка huawei	ru-RU	magsafe зарядка huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка huawei	ru-RU	qi2 зарядка huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка huawei	ru-RU	магнитная зарядка huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
беспроводная зарядка для pixel	ru-RU	беспроводная зарядка для pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
magsafe зарядка pixel	ru-RU	magsafe зарядка pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
qi2 зарядка pixel	ru-RU	qi2 зарядка pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
магнитная зарядка pixel	ru-RU	магнитная зарядка pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:WIRELESS_CHARGER
держатель для iphone	ru-RU	держатель для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для iphone	ru-RU	автодержатель для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель iphone	ru-RU	магнитный держатель iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для iphone	ru-RU	крепление для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для айфон	ru-RU	держатель для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для айфон	ru-RU	автодержатель для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель айфон	ru-RU	магнитный держатель айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для айфон	ru-RU	крепление для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для samsung	ru-RU	держатель для samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для samsung	ru-RU	автодержатель для samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель samsung	ru-RU	магнитный держатель samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для samsung	ru-RU	крепление для samsung	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для самсунг	ru-RU	держатель для самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для самсунг	ru-RU	автодержатель для самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель самсунг	ru-RU	магнитный держатель самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для самсунг	ru-RU	крепление для самсунг	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для xiaomi	ru-RU	держатель для xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для xiaomi	ru-RU	автодержатель для xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель xiaomi	ru-RU	магнитный держатель xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для xiaomi	ru-RU	крепление для xiaomi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для redmi	ru-RU	держатель для redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для redmi	ru-RU	автодержатель для redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель redmi	ru-RU	магнитный держатель redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для redmi	ru-RU	крепление для redmi	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для honor	ru-RU	держатель для honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для honor	ru-RU	автодержатель для honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель honor	ru-RU	магнитный держатель honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для honor	ru-RU	крепление для honor	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для huawei	ru-RU	держатель для huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для huawei	ru-RU	автодержатель для huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель huawei	ru-RU	магнитный держатель huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для huawei	ru-RU	крепление для huawei	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
держатель для pixel	ru-RU	держатель для pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
автодержатель для pixel	ru-RU	автодержатель для pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
магнитный держатель pixel	ru-RU	магнитный держатель pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
крепление для pixel	ru-RU	крепление для pixel	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:HOLDER_MOUNT
карта памяти для iphone	ru-RU	карта памяти для iphone	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для iphone	ru-RU	micro sd для iphone	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для iphone	ru-RU	флешка для iphone	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для айфон	ru-RU	карта памяти для айфон	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для айфон	ru-RU	micro sd для айфон	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для айфон	ru-RU	флешка для айфон	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для samsung	ru-RU	карта памяти для samsung	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для samsung	ru-RU	micro sd для samsung	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для samsung	ru-RU	флешка для samsung	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для самсунг	ru-RU	карта памяти для самсунг	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для самсунг	ru-RU	micro sd для самсунг	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для самсунг	ru-RU	флешка для самсунг	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для xiaomi	ru-RU	карта памяти для xiaomi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для xiaomi	ru-RU	micro sd для xiaomi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для xiaomi	ru-RU	флешка для xiaomi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для redmi	ru-RU	карта памяти для redmi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для redmi	ru-RU	micro sd для redmi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для redmi	ru-RU	флешка для redmi	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для honor	ru-RU	карта памяти для honor	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для honor	ru-RU	micro sd для honor	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для honor	ru-RU	флешка для honor	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для huawei	ru-RU	карта памяти для huawei	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для huawei	ru-RU	micro sd для huawei	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для huawei	ru-RU	флешка для huawei	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
карта памяти для pixel	ru-RU	карта памяти для pixel	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
micro sd для pixel	ru-RU	micro sd для pixel	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
флешка для pixel	ru-RU	флешка для pixel	CATEGORY_LEAF	TECH.STORAGE_MEMORY	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:MEMORY_CARD
аккумулятор для iphone	ru-RU	аккумулятор для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
дисплей для iphone	ru-RU	дисплей для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
задняя крышка iphone	ru-RU	задняя крышка iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
шлейф зарядки iphone	ru-RU	шлейф зарядки iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
аккумулятор для айфон	ru-RU	аккумулятор для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
дисплей для айфон	ru-RU	дисплей для айфон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	89	EXACT	false	MANUAL	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; route_query:TECH.PHONE_ACCESSORIES:PHONE_REPAIR_PART
