query_id	locale	query_text	expected_target_kind	expected_code	must_rank_top_n	notes
TECH-PA-0021	ru-RU	стилус для смартфона активный	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=STYLUS; surface=default_or_type_surface; compatibility=conditional; stylus
TECH-PA-0022	ru-RU	аквабокс для телефона ipx8	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=WATERPROOF_POUCH; surface=default_or_type_surface; compatibility=yes; waterproof
TECH-PA-0023	ru-RU	аккумулятор iphone 11	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_REPAIR_PART; surface=default_or_type_surface; compatibility=yes; repair tail
TECH-PA-0024	ru-RU	чехол с magsafe iphone 15 pro	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CASE; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0025	ru-RU	кожаный чехол книжка samsung s23 ultra	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CASE; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0026	ru-RU	прозрачный чехол не желтеет iphone 14	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CASE; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0027	ru-RU	кардхолдер magsafe для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CARD_HOLDER_WALLET; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0028	ru-RU	magsafe кольцо наклейка на чехол	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=MAGNETIC_PLATE_RING; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0029	ru-RU	стекло с рамкой установки iphone 15	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=SCREEN_PROTECTOR; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0030	ru-RU	антибликовая матовая пленка samsung a54	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=SCREEN_PROTECTOR; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0031	ru-RU	стекло камеры xiaomi 13t	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CAMERA_PROTECTOR; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0032	ru-RU	зарядка gan 65w 3 порта type c	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CHARGER_WALL; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0033	ru-RU	зарядное устройство samsung 45w pps	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CHARGER_WALL; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0034	ru-RU	автозарядка 2 порта usb c qc pd	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CAR_CHARGER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0035	ru-RU	qi2 беспроводная зарядка 15w magsafe	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=WIRELESS_CHARGER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0036	ru-RU	зарядная станция 3 в 1 iphone watch airpods	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=WIRELESS_CHARGER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0037	ru-RU	power bank 10000 magsafe с подставкой	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=POWER_BANK; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0038	ru-RU	павербанк 20000 mah 65w ноутбук телефон	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=POWER_BANK; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0039	ru-RU	кабель usb c usb c 240w e marker 2м	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CABLE; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0040	ru-RU	магнитный кабель type c	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CABLE; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0041	ru-RU	угловой кабель lightning 1 метр	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CABLE; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0042	ru-RU	переходник type c hdmi с зарядкой	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=ADAPTER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0043	ru-RU	usb c hub для телефона hdmi ethernet	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=HUB_DOCK; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0044	ru-RU	магнитный держатель в дефлектор	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=HOLDER_MOUNT; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0045	ru-RU	держатель на велосипед для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=BICYCLE_MOTORCYCLE_MOUNT; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0046	ru-RU	настольная подставка для телефона алюминиевая	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=DESK_STAND; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0047	ru-RU	селфи палка с bluetooth кнопкой	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=SELFIE_STICK_TRIPOD; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0048	ru-RU	кольцевая лампа для телефона 26 см	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=RING_LIGHT; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0049	ru-RU	геймпад для телефона bluetooth	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=MOBILE_GAME_CONTROLLER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0050	ru-RU	триггеры pubg для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=GAME_TRIGGER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0051	ru-RU	кулер для телефона peltier	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_COOLER; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0052	ru-RU	micro sd 256gb v30 a2	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=MEMORY_CARD; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0053	ru-RU	флешка type c lightning 128gb	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=USB_FLASH_DRIVE_PHONE; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0054	ru-RU	лоток sim iphone 11	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=SIM_ACCESSORY; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0055	ru-RU	активный стилус для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=STYLUS; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0056	ru-RU	водонепроницаемый чехол ipx8 large	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=WATERPROOF_POUCH; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0057	ru-RU	спортивный чехол на руку для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_ARMBAND; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0058	ru-RU	скин карбон на iphone 13	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_SKIN_DECAL; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0059	ru-RU	заглушка type c от пыли	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=ANTI_DUST_PLUG; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0060	ru-RU	аккумулятор iphone 12 original	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_REPAIR_PART; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0061	ru-RU	дисплей samsung a52 oled	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=PHONE_REPAIR_PART; surface=default_or_type_surface; compatibility=yes; full pack regression
TECH-PA-0062	ru-RU	клей b7000 для телефона	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=REPAIR_CONSUMABLE; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0063	ru-RU	набор отверток для iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=REPAIR_TOOL_KIT; surface=default_or_type_surface; compatibility=conditional; full pack regression
TECH-PA-0064	ru-RU	клей для дисплея iphone	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=REPAIR_CONSUMABLE; surface=search_first_tail; compatibility=yes; repair tail, compatibility candidate to TECH.PHONES
TECH-PA-0065	ru-RU	зарядка type c 65w	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CHARGER_WALL; surface=head_type; compatibility=no; universal charger, do not ask phone model
TECH-PA-0066	ru-RU	чехол книжка с карманами samsung a54	CATEGORY_LEAF	TECH.PHONE_ACCESSORIES	1	TECH_PHONE_ACCESSORIES_useful_pack_v1_2; type=CASE; surface=head_type; compatibility=yes; critical compatibility with compact form
