qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.BEAUTY.0188	помада нюд YSL недорого	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0189	тональный крем Nivea б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0190	тушь для ресниц Vichy	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0191	блеск для губ La Roche-Posay оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0192	тушь для ресниц CeraVe купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0193	помада прозрачный Dior б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0194	подводка коричневый	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0195	консилер Garnier доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0196	подводка розовый	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0197	блеск для губ Chanel б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0198	палетка теней YSL доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0199	кисти для макияжа набор купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0200	кисти для макияжа набор доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0201	пудра CeraVe доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0202	палетка теней Chanel оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0203	консилер YSL доставка	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0204	блеск для губ Dyson купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0205	тушь для ресниц Dyson купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0206	карандаш для бровей CeraVe оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0207	консилер YSL б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0208	палетка теней Dior оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0209	спонж для макияжа	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0210	тональный крем Dior б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0211	палетка теней Braun недорого	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0212	тушь для ресниц Dior	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0213	кисти для макияжа набор б/у	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0214	тональный крем Braun оригинал	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	product	
Q.BEAUTY.0215	декоративная косметика купить	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	browse	category browse
Q.BEAUTY.0216	декоративная косметика рядом	ru-RU	canonical	BEAUTY.MAKEUP	BEAUTY	BEAUTY.MAKEUP	browse	category browse
Q.BEAUTY.0217	гель для умывания Maybelline б/у	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0218	пилинг для лица Garnier 200 мл б/у	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0219	мицеллярная вода The Ordinary доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0220	маска для лица Chanel оригинал	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0221	сыворотка с ниацинамидом Braun доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0222	тонер для лица NYX доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0223	spf 50+ крем YSL	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0224	гель для умывания The Ordinary недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0225	крем для глаз Chanel купить	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0226	маска для лица NYX купить	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0227	мицеллярная вода YSL недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0228	мицеллярная вода La Roche-Posay недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0229	пилинг для лица The Ordinary 200 мл недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0230	тонер для лица Garnier недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0231	пилинг для лица Bioderma 50 мл недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0232	сыворотка с ниацинамидом Nivea	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0233	гель для умывания Garnier недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0234	spf 30 крем Maybelline б/у	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0235	пилинг для лица Chanel 30 мл	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0236	патчи под глаза Chanel доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0237	ретинол сыворотка Dyson доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0238	ретинол сыворотка L'Oréal недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0239	spf 30 крем Philips	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0240	крем для лица для сухой кожи Braun б/у	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0241	сыворотка с ниацинамидом Bioderma недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0242	ретинол сыворотка Chanel	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0243	маска для лица NYX оригинал	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0244	пилинг для лица CeraVe 100 мл купить	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0245	патчи под глаза The Ordinary недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0246	сыворотка с ниацинамидом YSL оригинал	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0247	маска для лица The Ordinary б/у	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0248	ретинол сыворотка Chanel доставка	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0249	ретинол сыворотка The Ordinary недорого	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0250	гель для умывания Philips	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	product	
Q.BEAUTY.0251	уход за лицом и кожей купить	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	browse	category browse
Q.BEAUTY.0252	уход за лицом и кожей рядом	ru-RU	canonical	BEAUTY.SKINCARE	BEAUTY	BEAUTY.SKINCARE	browse	category browse
Q.BEAUTY.0253	iphone 15	ru-RU	canonical	TECH.PHONES	TECH	TECH.PHONES	product	phone -> tech
Q.BEAUTY.0254	samsung galaxy s24	ru-RU	canonical	TECH.PHONES	TECH	TECH.PHONES	product	phone -> tech
Q.BEAUTY.0255	пылесос для уборки	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	vacuum -> appliance
Q.BEAUTY.0256	робот-пылесос	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	vacuum robot -> appliance
Q.BEAUTY.0257	кроссовки nike	ru-RU	canonical	FASH.SHOES	FASH	FASH.SHOES	product	shoes -> fash
Q.BEAUTY.0258	крем для обуви	ru-RU	canonical	HOME.CLEANING	HOME	HOME.CLEANING	product	shoe care -> home cleaning
Q.BEAUTY.0259	аптечка дорожная	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	health supplies -> beauty.health
Q.BEAUTY.0260	маска медицинская	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	medical supplies
Q.BEAUTY.0261	как сделать макияж	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	how-to content
Q.BEAUTY.0262	рецепт маски для лица	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	DIY content
