qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.FASH.0247	пальто женское хлопок купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0248	блузка серый 44 б/у	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0249	блузка красный XL купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0250	пижама женская лен недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0251	пижама женская кожа купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0252	юбка зелёный XS купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0253	леггинсы красный 50	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0254	комбинезон женский черный купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0255	куртка женская зимняя белый в моём городе	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0256	женская одежда Adidas в моём городе	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0257	пальто женское текстиль купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0258	куртка женская зимняя черный купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0259	пижама женская хлопок купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0260	блузка красный 50 недорого	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0262	женская одежда Nike купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	product	
Q.FASH.0263	женская одежда купить	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	browse	category browse
Q.FASH.0264	женская одежда рядом	ru-RU	canonical	FASH.WOMEN	FASH	FASH.WOMEN	browse	category browse
Q.FASH.0265	apple watch series 9	ru-RU	canonical	TECH.SMART_HOME	TECH	TECH.SMART_HOME	product	wearables -> tech
Q.FASH.0266	смарт часы для спорта	ru-RU	canonical	TECH.SMART_HOME	TECH	TECH.SMART_HOME	product	wearables -> tech
Q.FASH.0267	парфюм женский	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	perfume -> beauty
Q.FASH.0268	духи tom ford	ru-RU	canonical	BEAUTY.FRAGRANCE	BEAUTY	BEAUTY.FRAGRANCE	product	perfume -> beauty
Q.FASH.0269	коляска 2в1	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	stroller -> kids gear
Q.FASH.0270	автокресло 9-36	ru-RU	canonical	KIDS.STROLLERS_CARSEATS	KIDS	KIDS.STROLLERS_CARSEATS	product	car seat -> kids gear
Q.FASH.0271	подгузники 4 размер	ru-RU	canonical	KIDS.BABY_GEAR	KIDS	KIDS.BABY_GEAR	product	diapers -> kids gear
Q.FASH.0272	игрушки lego	ru-RU	canonical	KIDS.TOYS_GAMES	KIDS	KIDS.TOYS_GAMES	product	toys -> kids
Q.FASH.0273	велосипед горный	ru-RU	canonical	SPORT.BIKES_SCOOTERS	SPORT	SPORT.BIKES_SCOOTERS	product	bike -> sport
Q.FASH.0274	гантели разборные	ru-RU	canonical	SPORT.FITNESS	SPORT	SPORT.FITNESS	product	fitness gear -> sport
Q.FASH.0275	палатка туристическая	ru-RU	canonical	SPORT.OUTDOOR	SPORT	SPORT.OUTDOOR	product	outdoor -> sport
Q.FASH.0276	швейная машинка	ru-RU	canonical	TECH.SMART_HOME	TECH	TECH.SMART_HOME	product	placeholder: devices -> tech? (better tech.smart_home)
Q.FASH.0277	выкройка платья	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	content intent (blocked)
Q.FASH.0278	схема вязания шарфа	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	content intent (blocked)
Q.FASH.0279	перчатки хозяйственные для уборки	ru-RU	canonical	HOME.CLEANING	HOME	HOME.CLEANING	product	household gloves -> home cleaning
