alias_text	locale	normalized_alias	route_kind	target_code	priority	match_kind	is_blocked	source	comment
router	en-US	router	CATEGORY_LEAF	TECH.NETWORKING	90	EXACT	false	SEED	TECH v1.1
mesh wifi	en-US	mesh wifi	CATEGORY_LEAF	TECH.NETWORKING	82	EXACT	false	SEED	TECH v1.1
модем	ru-RU	модем	CATEGORY_LEAF	TECH.NETWORKING	78	EXACT	false	SEED	TECH v1.1
сетевой коммутатор	ru-RU	сетевой коммутатор	CATEGORY_LEAF	TECH.NETWORKING	78	EXACT	false	SEED	TECH v1.1
сетевое зарядное устройство	ru-RU	сетевое зарядное устройство	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	82	EXACT	false	SEED	TECH v1.1
ups	en-US	ups	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	84	EXACT	false	SEED	TECH v1.1
ибп	ru-RU	ибп	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	84	EXACT	false	SEED	TECH v1.1
сетевой фильтр	ru-RU	сетевой фильтр	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	78	EXACT	false	SEED	TECH v1.1
hdmi кабель	ru-RU	hdmi кабель	CATEGORY_LEAF	TECH.POWER_CHARGING_CABLES	76	EXACT	false	SEED	TECH v1.1
принтер	ru-RU	принтер	CATEGORY_LEAF	TECH.PRINTERS_SCANNERS	90	EXACT	false	SEED	TECH v1.1
printer	en-US	printer	CATEGORY_LEAF	TECH.PRINTERS_SCANNERS	90	EXACT	false	SEED	TECH v1.1
мфу	ru-RU	мфу	CATEGORY_LEAF	TECH.PRINTERS_SCANNERS	82	EXACT	false	SEED	TECH v1.1
сканер	ru-RU	сканер	CATEGORY_LEAF	TECH.PRINTERS_SCANNERS	82	EXACT	false	SEED	TECH v1.1
видеорегистратор	ru-RU	видеорегистратор	CATEGORY_LEAF	TECH.CAR_ELECTRONICS_GPS	90	EXACT	false	SEED	TECH v1.1
dash cam	en-US	dash cam	CATEGORY_LEAF	TECH.CAR_ELECTRONICS_GPS	86	EXACT	false	SEED	TECH v1.1
gps навигатор	ru-RU	gps навигатор	CATEGORY_LEAF	TECH.CAR_ELECTRONICS_GPS	84	EXACT	false	SEED	TECH v1.1
obd scanner	en-US	obd scanner	CATEGORY_LEAF	TECH.CAR_ELECTRONICS_GPS	80	EXACT	false	SEED	TECH v1.1
