alias_id	locale	phrase	target_attribute	target_value	match_type	weight	note
compat_alias_00269	en	canon-rf	lens_mount	CANON_RF	normalized_phrase	0.82	value alias
compat_alias_00270	en	nikon f	lens_mount	NIKON_F	normalized_phrase	0.82	value alias
compat_alias_00271	en	nikon-f	lens_mount	NIKON_F	normalized_phrase	0.82	value alias
compat_alias_00272	en	nikon z	lens_mount	NIKON_Z	normalized_phrase	0.82	value alias
compat_alias_00273	en	nikon-z	lens_mount	NIKON_Z	normalized_phrase	0.82	value alias
compat_alias_00274	en	sony-e	lens_mount	SONY_E	normalized_phrase	0.82	value alias
compat_alias_00275	en	sony e	lens_mount	SONY_E	normalized_phrase	0.82	value alias
compat_alias_00276	en	fujifilm x	lens_mount	FUJIFILM_X	normalized_phrase	0.82	value alias
compat_alias_00277	en	fujifilm-x	lens_mount	FUJIFILM_X	normalized_phrase	0.82	value alias
compat_alias_00278	en	micro-four-thirds	lens_mount	MICRO_FOUR_THIRDS	normalized_phrase	0.82	value alias
compat_alias_00279	en	micro four thirds	lens_mount	MICRO_FOUR_THIRDS	normalized_phrase	0.82	value alias
compat_alias_00280	en	l mount	lens_mount	L_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00281	en	l-mount	lens_mount	L_MOUNT	normalized_phrase	0.82	value alias
compat_alias_00282	en	pentax-k	lens_mount	PENTAX_K	normalized_phrase	0.82	value alias
compat_alias_00283	en	pentax k	lens_mount	PENTAX_K	normalized_phrase	0.82	value alias
compat_alias_00284	en	leica m	lens_mount	LEICA_M	normalized_phrase	0.82	value alias
compat_alias_00285	en	leica-m	lens_mount	LEICA_M	normalized_phrase	0.82	value alias
compat_alias_00286	en	sd	memory_form_factor	SD	normalized_phrase	0.82	value alias
compat_alias_00287	en	microsd	memory_form_factor	MICROSD	normalized_phrase	0.82	value alias
compat_alias_00288	en	cfexpress a	memory_form_factor	CFEXPRESS_A	normalized_phrase	0.82	value alias
compat_alias_00289	en	cfexpress-a	memory_form_factor	CFEXPRESS_A	normalized_phrase	0.82	value alias
compat_alias_00290	en	cfexpress-b	memory_form_factor	CFEXPRESS_B	normalized_phrase	0.82	value alias
compat_alias_00291	en	cfexpress b	memory_form_factor	CFEXPRESS_B	normalized_phrase	0.82	value alias
compat_alias_00292	en	cf card	memory_form_factor	CF_CARD	normalized_phrase	0.82	value alias
compat_alias_00293	en	cf-card	memory_form_factor	CF_CARD	normalized_phrase	0.82	value alias
compat_alias_00294	en	dimm	memory_form_factor	DIMM	normalized_phrase	0.82	value alias
compat_alias_00295	en	sodimm	memory_form_factor	SODIMM	normalized_phrase	0.82	value alias
compat_alias_00296	en	m2	memory_form_factor	M2	normalized_phrase	0.82	value alias
compat_alias_00297	en	u2	memory_form_factor	U2	normalized_phrase	0.82	value alias
compat_alias_00298	en	sata 2 5	memory_form_factor	SATA_2_5	normalized_phrase	0.82	value alias
compat_alias_00299	en	sata-2-5	memory_form_factor	SATA_2_5	normalized_phrase	0.82	value alias
compat_alias_00300	en	sata 3 5	memory_form_factor	SATA_3_5	normalized_phrase	0.82	value alias
compat_alias_00301	en	sata-3-5	memory_form_factor	SATA_3_5	normalized_phrase	0.82	value alias
compat_alias_00302	en	sata	storage_interface	SATA	normalized_phrase	0.82	value alias
compat_alias_00303	en	nvme-pcie-3	storage_interface	NVME_PCIE_3	normalized_phrase	0.82	value alias
compat_alias_00304	en	nvme pcie 3	storage_interface	NVME_PCIE_3	normalized_phrase	0.82	value alias
compat_alias_00305	en	nvme pcie 4	storage_interface	NVME_PCIE_4	normalized_phrase	0.82	value alias
compat_alias_00306	en	nvme-pcie-4	storage_interface	NVME_PCIE_4	normalized_phrase	0.82	value alias
compat_alias_00307	en	nvme pcie 5	storage_interface	NVME_PCIE_5	normalized_phrase	0.82	value alias
compat_alias_00308	en	nvme-pcie-5	storage_interface	NVME_PCIE_5	normalized_phrase	0.82	value alias
compat_alias_00309	en	usb storage	storage_interface	USB_STORAGE	normalized_phrase	0.82	value alias
compat_alias_00310	en	usb-storage	storage_interface	USB_STORAGE	normalized_phrase	0.82	value alias
compat_alias_00311	en	thunderbolt-storage	storage_interface	THUNDERBOLT_STORAGE	normalized_phrase	0.82	value alias
compat_alias_00312	en	thunderbolt storage	storage_interface	THUNDERBOLT_STORAGE	normalized_phrase	0.82	value alias
compat_alias_00313	en	nas-sata	storage_interface	NAS_SATA	normalized_phrase	0.82	value alias
compat_alias_00314	en	nas sata	storage_interface	NAS_SATA	normalized_phrase	0.82	value alias
compat_alias_00315	en	ddr3	ram_type	DDR3	normalized_phrase	0.82	value alias
compat_alias_00316	en	ddr3l	ram_type	DDR3L	normalized_phrase	0.82	value alias
compat_alias_00317	en	ddr4	ram_type	DDR4	normalized_phrase	0.82	value alias
compat_alias_00318	en	ddr5	ram_type	DDR5	normalized_phrase	0.82	value alias
compat_alias_00319	en	lpddr4x	ram_type	LPDDR4X	normalized_phrase	0.82	value alias
compat_alias_00320	en	lpddr5	ram_type	LPDDR5	normalized_phrase	0.82	value alias
compat_alias_00321	en	lpddr5x	ram_type	LPDDR5X	normalized_phrase	0.82	value alias
compat_alias_00322	en	intel-lga1151	socket_type	INTEL_LGA1151	normalized_phrase	0.82	value alias
compat_alias_00323	en	intel lga1151	socket_type	INTEL_LGA1151	normalized_phrase	0.82	value alias
compat_alias_00324	en	intel lga1200	socket_type	INTEL_LGA1200	normalized_phrase	0.82	value alias
compat_alias_00325	en	intel-lga1200	socket_type	INTEL_LGA1200	normalized_phrase	0.82	value alias
compat_alias_00326	en	intel lga1700	socket_type	INTEL_LGA1700	normalized_phrase	0.82	value alias
compat_alias_00327	en	intel-lga1700	socket_type	INTEL_LGA1700	normalized_phrase	0.82	value alias
compat_alias_00328	en	intel lga1851	socket_type	INTEL_LGA1851	normalized_phrase	0.82	value alias
compat_alias_00329	en	intel-lga1851	socket_type	INTEL_LGA1851	normalized_phrase	0.82	value alias
compat_alias_00330	en	amd am4	socket_type	AMD_AM4	normalized_phrase	0.82	value alias
compat_alias_00331	en	amd-am4	socket_type	AMD_AM4	normalized_phrase	0.82	value alias
compat_alias_00332	en	amd am5	socket_type	AMD_AM5	normalized_phrase	0.82	value alias
compat_alias_00333	en	amd-am5	socket_type	AMD_AM5	normalized_phrase	0.82	value alias
compat_alias_00334	en	amd-trx4	socket_type	AMD_TRX4	normalized_phrase	0.82	value alias
compat_alias_00335	en	amd trx4	socket_type	AMD_TRX4	normalized_phrase	0.82	value alias
compat_alias_00336	en	amd-str5	socket_type	AMD_STR5	normalized_phrase	0.82	value alias
compat_alias_00337	en	amd str5	socket_type	AMD_STR5	normalized_phrase	0.82	value alias
compat_alias_00338	en	usb-pd-18w	power_delivery_profile	USB_PD_18W	normalized_phrase	0.82	value alias
compat_alias_00339	en	usb pd 18w	power_delivery_profile	USB_PD_18W	normalized_phrase	0.82	value alias
compat_alias_00340	en	usb pd 20w	power_delivery_profile	USB_PD_20W	normalized_phrase	0.82	value alias
compat_alias_00341	en	usb-pd-20w	power_delivery_profile	USB_PD_20W	normalized_phrase	0.82	value alias
compat_alias_00342	en	usb pd 30w	power_delivery_profile	USB_PD_30W	normalized_phrase	0.82	value alias
compat_alias_00343	en	usb-pd-30w	power_delivery_profile	USB_PD_30W	normalized_phrase	0.82	value alias
compat_alias_00344	en	usb pd 45w	power_delivery_profile	USB_PD_45W	normalized_phrase	0.82	value alias
compat_alias_00345	en	usb-pd-45w	power_delivery_profile	USB_PD_45W	normalized_phrase	0.82	value alias
compat_alias_00346	en	usb pd 65w	power_delivery_profile	USB_PD_65W	normalized_phrase	0.82	value alias
compat_alias_00347	en	usb-pd-65w	power_delivery_profile	USB_PD_65W	normalized_phrase	0.82	value alias
compat_alias_00348	en	usb pd 100w	power_delivery_profile	USB_PD_100W	normalized_phrase	0.82	value alias
compat_alias_00349	en	usb-pd-100w	power_delivery_profile	USB_PD_100W	normalized_phrase	0.82	value alias
compat_alias_00350	en	usb pd 140w	power_delivery_profile	USB_PD_140W	normalized_phrase	0.82	value alias
compat_alias_00351	en	usb-pd-140w	power_delivery_profile	USB_PD_140W	normalized_phrase	0.82	value alias
compat_alias_00352	en	usb-pd-240w	power_delivery_profile	USB_PD_240W	normalized_phrase	0.82	value alias
compat_alias_00353	en	usb pd 240w	power_delivery_profile	USB_PD_240W	normalized_phrase	0.82	value alias
compat_alias_00354	en	qi-5w	power_delivery_profile	QI_5W	normalized_phrase	0.82	value alias
compat_alias_00355	en	qi 5w	power_delivery_profile	QI_5W	normalized_phrase	0.82	value alias
compat_alias_00356	en	qi-7-5w	power_delivery_profile	QI_7_5W	normalized_phrase	0.82	value alias
compat_alias_00357	en	qi 7 5w	power_delivery_profile	QI_7_5W	normalized_phrase	0.82	value alias
compat_alias_00358	en	qi-10w	power_delivery_profile	QI_10W	normalized_phrase	0.82	value alias
compat_alias_00359	en	qi 10w	power_delivery_profile	QI_10W	normalized_phrase	0.82	value alias
compat_alias_00360	en	qi 15w	power_delivery_profile	QI_15W	normalized_phrase	0.82	value alias
compat_alias_00361	en	qi-15w	power_delivery_profile	QI_15W	normalized_phrase	0.82	value alias
compat_alias_00362	en	qi2 15w	power_delivery_profile	QI2_15W	normalized_phrase	0.82	value alias
compat_alias_00363	en	qi2-15w	power_delivery_profile	QI2_15W	normalized_phrase	0.82	value alias
compat_alias_00364	en	qc-18w	power_delivery_profile	QC_18W	normalized_phrase	0.82	value alias
compat_alias_00365	en	qc 18w	power_delivery_profile	QC_18W	normalized_phrase	0.82	value alias
compat_alias_00366	en	pps-25w	power_delivery_profile	PPS_25W	normalized_phrase	0.82	value alias
compat_alias_00367	en	pps 25w	power_delivery_profile	PPS_25W	normalized_phrase	0.82	value alias
compat_alias_00368	en	pps-45w	power_delivery_profile	PPS_45W	normalized_phrase	0.82	value alias
compat_alias_00369	en	pps 45w	power_delivery_profile	PPS_45W	normalized_phrase	0.82	value alias
compat_alias_00370	en	ios	compatible_os	IOS	normalized_phrase	0.82	value alias
compat_alias_00371	en	ipados	compatible_os	IPADOS	normalized_phrase	0.82	value alias
compat_alias_00372	en	android	compatible_os	ANDROID	normalized_phrase	0.82	value alias
compat_alias_00373	en	windows	compatible_os	WINDOWS	normalized_phrase	0.82	value alias
compat_alias_00374	en	macos	compatible_os	MACOS	normalized_phrase	0.82	value alias
compat_alias_00375	en	linux	compatible_os	LINUX	normalized_phrase	0.82	value alias
compat_alias_00376	en	chromeos	compatible_os	CHROMEOS	normalized_phrase	0.82	value alias
compat_alias_00377	en	watchos	compatible_os	WATCHOS	normalized_phrase	0.82	value alias
compat_alias_00378	en	wear-os	compatible_os	WEAR_OS	normalized_phrase	0.82	value alias
compat_alias_00379	en	wear os	compatible_os	WEAR_OS	normalized_phrase	0.82	value alias
compat_alias_00380	en	tvos	compatible_os	TVOS	normalized_phrase	0.82	value alias
compat_alias_00381	en	android tv	compatible_os	ANDROID_TV	normalized_phrase	0.82	value alias
compat_alias_00382	en	android-tv	compatible_os	ANDROID_TV	normalized_phrase	0.82	value alias
compat_alias_00383	en	fire os	compatible_os	FIRE_OS	normalized_phrase	0.82	value alias
compat_alias_00384	en	fire-os	compatible_os	FIRE_OS	normalized_phrase	0.82	value alias
compat_alias_00385	en	playstation-os	compatible_os	PLAYSTATION_OS	normalized_phrase	0.82	value alias
compat_alias_00386	en	playstation os	compatible_os	PLAYSTATION_OS	normalized_phrase	0.82	value alias
compat_alias_00387	en	xbox os	compatible_os	XBOX_OS	normalized_phrase	0.82	value alias
compat_alias_00388	en	xbox-os	compatible_os	XBOX_OS	normalized_phrase	0.82	value alias
compat_alias_00389	en	apple-magsafe	ecosystem	APPLE_MAGSAFE	normalized_phrase	0.82	value alias
compat_alias_00390	en	apple magsafe	ecosystem	APPLE_MAGSAFE	normalized_phrase	0.82	value alias
compat_alias_00391	en	apple-find-my	ecosystem	APPLE_FIND_MY	normalized_phrase	0.82	value alias
compat_alias_00392	en	apple find my	ecosystem	APPLE_FIND_MY	normalized_phrase	0.82	value alias
compat_alias_00393	en	apple homekit	ecosystem	APPLE_HOMEKIT	normalized_phrase	0.82	value alias
compat_alias_00394	en	apple-homekit	ecosystem	APPLE_HOMEKIT	normalized_phrase	0.82	value alias
compat_alias_00395	en	google-fast-pair	ecosystem	GOOGLE_FAST_PAIR	normalized_phrase	0.82	value alias
compat_alias_00396	en	google fast pair	ecosystem	GOOGLE_FAST_PAIR	normalized_phrase	0.82	value alias
compat_alias_00397	en	google-home	ecosystem	GOOGLE_HOME	normalized_phrase	0.82	value alias
compat_alias_00398	en	google home	ecosystem	GOOGLE_HOME	normalized_phrase	0.82	value alias
compat_alias_00399	en	samsung smartthings	ecosystem	SAMSUNG_SMARTTHINGS	normalized_phrase	0.82	value alias
compat_alias_00400	en	samsung-smartthings	ecosystem	SAMSUNG_SMARTTHINGS	normalized_phrase	0.82	value alias
compat_alias_00401	en	samsung-dex	ecosystem	SAMSUNG_DEX	normalized_phrase	0.82	value alias
compat_alias_00402	en	samsung dex	ecosystem	SAMSUNG_DEX	normalized_phrase	0.82	value alias
compat_alias_00403	en	matter	ecosystem	MATTER	normalized_phrase	0.82	value alias
compat_alias_00404	en	amazon alexa	ecosystem	AMAZON_ALEXA	normalized_phrase	0.82	value alias
compat_alias_00405	en	amazon-alexa	ecosystem	AMAZON_ALEXA	normalized_phrase	0.82	value alias
compat_alias_00406	en	microsoft-xbox	ecosystem	MICROSOFT_XBOX	normalized_phrase	0.82	value alias
compat_alias_00407	en	microsoft xbox	ecosystem	MICROSOFT_XBOX	normalized_phrase	0.82	value alias
compat_alias_00408	en	sony playstation	ecosystem	SONY_PLAYSTATION	normalized_phrase	0.82	value alias
compat_alias_00409	en	sony-playstation	ecosystem	SONY_PLAYSTATION	normalized_phrase	0.82	value alias
compat_alias_00410	en	dji-ecosystem	ecosystem	DJI_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00411	en	dji ecosystem	ecosystem	DJI_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00412	en	gopro ecosystem	ecosystem	GOPRO_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00413	en	gopro-ecosystem	ecosystem	GOPRO_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00414	en	garmin-ecosystem	ecosystem	GARMIN_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00415	en	garmin ecosystem	ecosystem	GARMIN_ECOSYSTEM	normalized_phrase	0.82	value alias
compat_alias_00416	en	apple-mfi	certification	APPLE_MFI	normalized_phrase	0.82	value alias
compat_alias_00417	en	apple mfi	certification	APPLE_MFI	normalized_phrase	0.82	value alias
compat_alias_00418	en	usb if	certification	USB_IF	normalized_phrase	0.82	value alias
compat_alias_00419	en	usb-if	certification	USB_IF	normalized_phrase	0.82	value alias
compat_alias_00420	en	qi-certified	certification	QI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00421	en	qi certified	certification	QI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00422	en	qi2-certified	certification	QI2_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00423	en	qi2 certified	certification	QI2_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00424	en	hdmi-certified	certification	HDMI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00425	en	hdmi certified	certification	HDMI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00426	en	vesa certified	certification	VESA_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00427	en	vesa-certified	certification	VESA_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00428	en	bluetooth certified	certification	BLUETOOTH_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00429	en	bluetooth-certified	certification	BLUETOOTH_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00430	en	wifi certified	certification	WIFI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00431	en	wifi-certified	certification	WIFI_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00432	en	matter-certified	certification	MATTER_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00433	en	matter certified	certification	MATTER_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00434	en	thread certified	certification	THREAD_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00435	en	thread-certified	certification	THREAD_CERTIFIED	normalized_phrase	0.82	value alias
compat_alias_00436	en	dolby-atmos	certification	DOLBY_ATMOS	normalized_phrase	0.82	value alias
compat_alias_00437	en	dolby atmos	certification	DOLBY_ATMOS	normalized_phrase	0.82	value alias
compat_alias_00438	en	dts-x	certification	DTS_X	normalized_phrase	0.82	value alias
compat_alias_00439	en	dts x	certification	DTS_X	normalized_phrase	0.82	value alias
compat_alias_00440	ru	для iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00441	ru	на iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00442	ru	под iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00443	ru	совместим с iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00444	ru	подходит для iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00445	en	for iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00446	en	compatible with iphone 11	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00447	ru	для iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00448	ru	на iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00449	ru	под iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00450	ru	совместим с iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00451	ru	подходит для iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00452	en	for iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00453	en	compatible with iphone 12	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00454	ru	для iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00455	ru	на iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00456	ru	под iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00457	ru	совместим с iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00458	ru	подходит для iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00459	en	for iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00460	en	compatible with iphone 13	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00461	ru	для iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00462	ru	на iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00463	ru	под iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00464	ru	совместим с iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00465	ru	подходит для iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00466	en	for iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00467	en	compatible with iphone 14 pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00468	ru	для iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00469	ru	на iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00470	ru	под iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00471	ru	совместим с iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00472	ru	подходит для iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00473	en	for iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00474	en	compatible with iphone 15 pro max	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00475	ru	для samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00476	ru	на samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00477	ru	под samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00478	ru	совместим с samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00479	ru	подходит для samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00480	en	for samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00481	en	compatible with samsung s23	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00482	ru	для samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00483	ru	на samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00484	ru	под samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00485	ru	совместим с samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00486	ru	подходит для samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00487	en	for samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00488	en	compatible with samsung s24 ultra	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00489	ru	для pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00490	ru	на pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00491	ru	под pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00492	ru	совместим с pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00493	ru	подходит для pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00494	en	for pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00495	en	compatible with pixel 8	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00496	ru	для pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00497	ru	на pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00498	ru	под pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00499	ru	совместим с pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00500	ru	подходит для pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00501	en	for pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00502	en	compatible with pixel 9	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00503	ru	для ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00504	ru	на ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00505	ru	под ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00506	ru	совместим с ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00507	ru	подходит для ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00508	en	for ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00509	en	compatible with ipad air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00510	ru	для ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00511	ru	на ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00512	ru	под ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00513	ru	совместим с ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00514	ru	подходит для ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00515	en	for ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00516	en	compatible with ipad pro	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00517	ru	для kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00518	ru	на kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00519	ru	под kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00520	ru	совместим с kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00521	ru	подходит для kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00522	en	for kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00523	en	compatible with kindle paperwhite	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
compat_alias_00524	ru	для macbook air	compatible_model_text	__EXTRACT_TARGET_TEXT__	normalized_phrase	0.72	extract model target
