qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.HOME.0233	текстиль для дома	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0234	шторы белые	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0235	плед серые	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0236	полотенца набор	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0237	шторы бежевые	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0238	постельное белье 140x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0239	одеяло 1.5-спальное	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0240	плед серые	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0241	постельное белье 140x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0242	постельное белье 180x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0243	постельное белье 1.5-спальное	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0244	постельное белье 140x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0245	ковер 140x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0246	подушка бамбук	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0247	подушка пух	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0248	шторы серые	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0249	текстиль для дома	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0250	одеяло 180x200	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	product	
Q.HOME.0251	текстиль и интерьер купить	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	browse	category browse
Q.HOME.0252	текстиль и интерьер рядом	ru-RU	canonical	HOME.TEXTILES	HOME	HOME.TEXTILES	browse	category browse
Q.HOME.0253	умная лампочка zigbee	ru-RU	canonical	TECH.SMART_HOME_SECURITY	TECH	TECH.SMART_HOME_SECURITY	product	smart lighting -> tech
Q.HOME.0254	умный выключатель света	ru-RU	canonical	TECH.SMART_HOME_SECURITY	TECH	TECH.SMART_HOME_SECURITY	product	smart switch -> tech
Q.HOME.0255	робот-пылесос	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	vacuum is appliance
Q.HOME.0256	электрический чайник	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	kitchen appliance
Q.HOME.0257	чайник заварочный	ru-RU	canonical	HOME.KITCHEN_DINING	HOME	HOME.KITCHEN_DINING	product	teapot is kitchenware
Q.HOME.0258	кондиционер мобильный	ru-RU	canonical	APPL.CLIMATE	APPL	APPL.CLIMATE	product	climate appliance
Q.HOME.0259	очиститель воздуха	ru-RU	canonical	APPL.CLIMATE	APPL	APPL.CLIMATE	product	climate appliance
Q.HOME.0260	смеситель с термостатом	ru-RU	canonical	HOME.PLUMBING	HOME	HOME.PLUMBING	product	plumbing
Q.HOME.0261	дрель аккумуляторная	ru-RU	canonical	HOME.REPAIR_TOOLS	HOME	HOME.REPAIR_TOOLS	product	repair tool
Q.HOME.0262	посудомоечные таблетки	ru-RU	canonical	HOME.CLEANING	HOME	HOME.CLEANING	product	cleaning supplies
