alias	brand	family	line	model	model_code	priority	source_policy
samsung galaxy s24	SAMSUNG	GALAXY_S	S24	Galaxy S24	SAMSUNG_GALAXY_S24	100	generated_alias_delta_v1_1
самсунг galaxy s24	SAMSUNG	GALAXY_S	S24	Galaxy S24	SAMSUNG_GALAXY_S24	100	generated_alias_delta_v1_1
самсунг галакси s24	SAMSUNG	GALAXY_S	S24	Galaxy S24	SAMSUNG_GALAXY_S24	100	generated_alias_delta_v1_1
s24u	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
s24ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
galaxys24ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
самс s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
Galaxy S24 Ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
samsung s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
самсунг s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
самс galaxy s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
samsung galaxy s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
самсунг galaxy s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
самсунг галакси s24 ultra	SAMSUNG	GALAXY_S	S24	Galaxy S24 Ultra	SAMSUNG_GALAXY_S24_ULTRA	100	generated_alias_delta_v1_1
a565g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
galaxya565g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
самс a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
Galaxy A56 5G	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
samsung a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
самсунг a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
самс galaxy a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
samsung galaxy a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
самсунг galaxy a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
самсунг галакси a56 5g	SAMSUNG	GALAXY_A	A56	Galaxy A56 5G	SAMSUNG_GALAXY_A56_5G	100	generated_alias_delta_v1_1
s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
самс s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
galaxys25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
Galaxy S25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
samsung s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
самсунг s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
самс galaxy s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
samsung galaxy s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
самсунг galaxy s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
самсунг галакси s25	SAMSUNG	GALAXY_S	S25	Galaxy S25	SAMSUNG_GALAXY_S25	100	generated_alias_delta_v1_1
s25u	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
s25ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
galaxys25ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
самс s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
Galaxy S25 Ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
samsung s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
самсунг s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
самс galaxy s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
samsung galaxy s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
самсунг galaxy s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
самсунг галакси s25 ultra	SAMSUNG	GALAXY_S	S25	Galaxy S25 Ultra	SAMSUNG_GALAXY_S25_ULTRA	100	generated_alias_delta_v1_1
12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
аппл 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
эппл 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
apple 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
iphone12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
айфон 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
iPhone 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
аппл iphone 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
эппл iphone 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
apple iphone 12	APPLE	IPHONE	12	iPhone 12	APPLE_IPHONE_12	90	generated_alias_delta_v1_1
13pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
айфон 13	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
iphone 13	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
iphone13pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
аппл 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
эппл 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
apple 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
айфон 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
iPhone 13 Pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
аппл iphone 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
эппл iphone 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
apple iphone 13 pro	APPLE	IPHONE	13	iPhone 13 Pro	APPLE_IPHONE_13_PRO	90	generated_alias_delta_v1_1
13promax	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
айфон 13	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
iphone 13	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
iphone13promax	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
аппл 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
эппл 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
apple 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
iphone 13 promax	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
айфон 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
iPhone 13 Pro Max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
аппл iphone 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
эппл iphone 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
apple iphone 13 pro max	APPLE	IPHONE	13	iPhone 13 Pro Max	APPLE_IPHONE_13_PRO_MAX	90	generated_alias_delta_v1_1
14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
аппл 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
эппл 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
apple 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
iphone14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
айфон 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
iPhone 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
аппл iphone 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
эппл iphone 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
apple iphone 14	APPLE	IPHONE	14	iPhone 14	APPLE_IPHONE_14	90	generated_alias_delta_v1_1
14pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
айфон 14	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
iphone 14	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
iphone14pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
аппл 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
эппл 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
apple 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
айфон 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
iPhone 14 Pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
аппл iphone 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
эппл iphone 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
apple iphone 14 pro	APPLE	IPHONE	14	iPhone 14 Pro	APPLE_IPHONE_14_PRO	90	generated_alias_delta_v1_1
14promax	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
айфон 14	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
iphone 14	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
iphone14promax	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
аппл 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
эппл 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
apple 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
iphone 14 promax	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
айфон 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
iPhone 14 Pro Max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
аппл iphone 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
эппл iphone 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
apple iphone 14 pro max	APPLE	IPHONE	14	iPhone 14 Pro Max	APPLE_IPHONE_14_PRO_MAX	90	generated_alias_delta_v1_1
15plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
айфон 15	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
iphone 15	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
iphone15plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
аппл 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
эппл 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
apple 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
айфон 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
iPhone 15 Plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
аппл iphone 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
эппл iphone 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
apple iphone 15 plus	APPLE	IPHONE	15	iPhone 15 Plus	APPLE_IPHONE_15_PLUS	90	generated_alias_delta_v1_1
16plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
айфон 16	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
iphone 16	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
iphone16plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
аппл 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
эппл 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
apple 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
айфон 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
iPhone 16 Plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
аппл iphone 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
эппл iphone 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
apple iphone 16 plus	APPLE	IPHONE	16	iPhone 16 Plus	APPLE_IPHONE_16_PLUS	90	generated_alias_delta_v1_1
16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
16 e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
айфон 16	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
аппл 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
эппл 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
apple 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
iphone 16	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
iphone16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
iPhone 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
айфон 16 e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
аппл iphone 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
эппл iphone 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
apple iphone 16e	APPLE	IPHONE	16	iPhone 16e	APPLE_IPHONE_16E	90	generated_alias_delta_v1_1
air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
аппл air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
эппл air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
apple air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
iphoneair	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
iPhone Air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
аппл iphone air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
эппл iphone air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
apple iphone air	APPLE	IPHONE	Air	iPhone Air	APPLE_IPHONE_AIR	90	generated_alias_delta_v1_1
17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
17 e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
айфон 17	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
аппл 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
эппл 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
apple 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
iphone 17	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
iphone17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
iPhone 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
айфон 17 e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
аппл iphone 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
эппл iphone 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
apple iphone 17e	APPLE	IPHONE	17	iPhone 17e	APPLE_IPHONE_17E	90	generated_alias_delta_v1_1
pixel8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
гугл 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
Pixel 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
google 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
пиксель 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
гугл pixel 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
google pixel 8	GOOGLE	PIXEL	8	Pixel 8	GOOGLE_PIXEL_8	90	generated_alias_delta_v1_1
8pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
pixel8pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
гугл 8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
Pixel 8 Pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
google 8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
пиксель 8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
гугл pixel 8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
google pixel 8 pro	GOOGLE	PIXEL	8	Pixel 8 Pro	GOOGLE_PIXEL_8_PRO	90	generated_alias_delta_v1_1
8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
pixel8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
гугл 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
Pixel 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
google 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
пиксель 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
гугл pixel 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
google pixel 8a	GOOGLE	PIXEL	8A	Pixel 8a	GOOGLE_PIXEL_8A	90	generated_alias_delta_v1_1
pixel9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
гугл 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
Pixel 9	GOOGLE	PIXEL	9	Pixel 9	GOOGLE_PIXEL_9	90	generated_alias_delta_v1_1
