category_code	attribute_code	applicability	facet_recommended	required_policy	notes
TECH.STORAGE_MEMORY	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	storage_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	data_transfer_rate	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.STORAGE_MEMORY	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	power_watts	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	wireless_standard	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	water_resistance	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	bluetooth_version	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.AUDIO	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.TV_HOME_THEATER	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.WEARABLES	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	battery_capacity_mah	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	wireless_standard	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	camera_resolution_mp	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	video_resolution	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	sensor_set	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.CAMERAS_DRONES	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.GAMING	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	connector_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	wireless_standard	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	water_resistance	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	wi_fi_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	camera_resolution_mp	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	video_resolution	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	sensor_set	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.SMART_HOME_SECURITY	poe_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	battery_capacity_mah	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	battery_capacity_wh	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	power_watts	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	connector_type	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	wireless_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	os_family	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	chipset_text	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	dimensions	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	weight	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	water_resistance	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	network_generation	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	bluetooth_version	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	wi_fi_standard	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	storage_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	panel_type	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	charging_standard	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	cable_length_m	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	data_transfer_rate	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	camera_resolution_mp	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	video_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	sensor_set	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	sim_support	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.NETWORKING	poe_support	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	storage_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	ram_capacity	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	screen_size	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	screen_resolution	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	refresh_rate_hz	optional	false	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	battery_capacity_mah	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
TECH.POWER_CHARGING_CABLES	battery_capacity_wh	recommended	true	child_pack_may_promote_to_required	Common specs coverage matrix; final requirement resolved by public category pack.
