attribute_code	value_code	ru_label	en_label	aliases_ru	usage_scope	sort_order	is_head	notes
family_head	CHARGE_SPEAKER	JBL Charge	JBL Charge	jbl charge	head_identity_hint	55	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ECHO	Echo	Echo	amazon echo	head_identity_hint	56	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	NEST	Nest	Nest	google nest	head_identity_hint	57	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ARCHER	Archer	Archer	tp-link archer	head_identity_hint	58	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	DECO	Deco	Deco	tp-link deco	head_identity_hint	59	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	UNIFI	UniFi	UniFi	ubiquiti unifi	head_identity_hint	60	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	LASERJET	LaserJet	LaserJet	hp laserjet	head_identity_hint	61	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	PIXMA	PIXMA	PIXMA	canon pixma	head_identity_hint	62	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	ECOTANK	EcoTank	EcoTank	epson ecotank	head_identity_hint	63	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	DRIVESMART	DriveSmart	DriveSmart	garmin drivesmart	head_identity_hint	64	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	DASHCAM_BLACKVUE	BlackVue DR	BlackVue DR	blackvue dr	head_identity_hint	65	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	MYPASSPORT	My Passport	My Passport	wd my passport	head_identity_hint	66	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	EXTREME_PRO	Extreme Pro	Extreme Pro	sandisk extreme pro	head_identity_hint	67	true	Head family hint for parsing; exact model registry remains downstream/runtime.
family_head	DS_NAS	DiskStation	DiskStation	synology diskstation	head_identity_hint	68	true	Head family hint for parsing; exact model registry remains downstream/runtime.
