qid	query_text	locale	expected_route_kind	expected_target	expected_l0	expected_l1	intent	notes
Q.FOOD.0209	вафли Jacobs 1 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0210	конфеты Jacobs 5 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0211	конфеты Barilla 10 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0212	вафли Роллтон 1 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0213	фисташки 1.5 л оптом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0214	орехи миндаль 1 кг недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0215	шоколад Kinder 20 шт по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0216	конфеты Bonduelle 10 шт рядом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0217	сухофрукты курага 20 шт купить	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0218	мармелад Milka 2 кг купить	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0219	чипсы Простоквашино 1 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0220	орехи миндаль 10 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0221	жвачка Pringles купить	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0222	конфеты Bonduelle 10 шт	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0223	батончик Maggi 5 кг недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0224	чипсы Danone 200 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0225	чипсы Lipton 1 кг недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0226	чипсы Coca-Cola 20 шт самовывоз	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0227	фисташки 2 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0228	шоколад Red Bull 5 л рядом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0229	жвачка Nestle по акции	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0230	батончик Nescafe 200 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0231	батончик Coca-Cola 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0232	чипсы Nescafe 5 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0233	чипсы Heinz 5 л купить	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0234	батончик Greenfield 5 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0235	фисташки 1 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0236	сухофрукты курага 2 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0237	шоколад Barilla 0.5 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0238	фисташки 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0239	конфеты Coca-Cola 5 кг самовывоз	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0240	орехи миндаль 1 л недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0241	сухофрукты курага 500 г	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0242	батончик Bonduelle 1 кг недорого	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0243	батончик Мираторг 1 кг	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0244	мармелад Останкино 1 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0245	орехи миндаль 2 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0246	сухофрукты курага 2 л	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	product	
Q.FOOD.0247	снеки и сладкое купить	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	browse	category browse
Q.FOOD.0248	снеки и сладкое рядом	ru-RU	canonical	FOOD.SNACKS	FOOD	FOOD.SNACKS	browse	category browse
Q.FOOD.0249	корм для кошек royal canin	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	pet food -> pets
Q.FOOD.0250	корм для собак purina	ru-RU	canonical	PETS.FOOD	PETS	PETS.FOOD	product	pet food -> pets
Q.FOOD.0251	витамин d3 купить	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	supplements -> beauty.health
Q.FOOD.0252	омега 3 капсулы	ru-RU	canonical	BEAUTY.HEALTH	BEAUTY	BEAUTY.HEALTH	product	supplements -> beauty.health
Q.FOOD.0253	кофемашина delonghi	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	appliance
Q.FOOD.0254	электрочайник	ru-RU	canonical	APPL.SMALL	APPL	APPL.SMALL	product	appliance
Q.FOOD.0255	сковорода tefal	ru-RU	canonical	HOME.KITCHEN_DINING	HOME	HOME.KITCHEN_DINING	product	kitchenware
Q.FOOD.0256	контейнер для еды стеклянный	ru-RU	canonical	HOME.KITCHEN_DINING	HOME	HOME.KITCHEN_DINING	product	kitchenware
Q.FOOD.0257	рецепт борща	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	how-to content
Q.FOOD.0258	как приготовить пиццу	ru-RU	blocked	BLOCKED	BLOCKED	BLOCKED	noise	how-to content
Q.FOOD.0259	доставка роллов меню	ru-RU	canonical	FOOD.READY_MEALS	FOOD	FOOD.READY_MEALS	product	still ready meals intent
Q.FOOD.0260	энергетик red bull цена	ru-RU	canonical	FOOD.DRINKS	FOOD	FOOD.DRINKS	product	drink
